Domain,Type,Name
apple.com,Work,Apple
microsoft.com,Work,Microsoft
google.com,Work,Goolge
netease.com,Work,NetEase
linkedin.com,Work,LinkedIn
facebook.com,Work,Facebook
amazon.com,Work,Amazon
aliyun.com,Work,Alibaba - Aliyun
garmin.com,Work,Garmin
jisuanke.com,Work,Jisuanke
